Subject,Grade,Standard,Prepared Graduate 1,Prepared Graduate 2,Prepared Graduate 3,Prepared Graduate 4,Prepared Graduate 5,Grade Level Expectation,GLE Code,Subheading,Statement
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,2. Explanations of and predictions about the motions of orbiting objects are described by the laws of physics.,SC.HS.3.2,Colorado Essential Skills and Science and Engineering Practices:,Use mathematical or computational representations of phenomena to describe explanations. (Using Mathematical and Computational Thinking) (Entrepreneurial: Critical thinking/Problem solving)
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,2. Explanations of and predictions about the motions of orbiting objects are described by the laws of physics.,SC.HS.3.2,Elaboration on the GLE:,Students can answer the question: What are the predictable patterns caused by Earth's movement in the solar system?
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,2. Explanations of and predictions about the motions of orbiting objects are described by the laws of physics.,SC.HS.3.2,Elaboration on the GLE:,"ESS1:B Earth and the Solar System: Kepler's laws describe common features of the motions of orbiting objects, including their elliptical paths around the sun. Orbits may change due to the gravitational effects from, or collisions with, other objects in the solar system. Cyclical changes in the shape of Earth's orbit around the sun, together with changes in the orientation of the planet's axis of rotation, both occurring over tens to hundreds of thousands of years, have altered the intensity and distribution of sunlight falling on Earth. These phenomena cause cycles of ice ages and other gradual climate changes."
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,2. Explanations of and predictions about the motions of orbiting objects are described by the laws of physics.,SC.HS.3.2,Cross Cutting Concepts:,"Scale, Proportion and Quantity: Algebraic thinking is used to examine scientific data and predict the effect of a change in one variable on another (e.g., linear growth vs. exponential growth)."
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,3. The rock record resulting from tectonic and other geoscience processes as well as objects from the solar system can provide evidence of Earth's early history and the relative ages of major geologic formations.,SC.HS.3.3,Students Can:,"Evaluate evidence of the past and current movements of continental and oceanic crust and the theory of plate tectonics to explain the ages of crustal rocks. (HS-ESS1-5) <i>(Clarification Statement: Emphasis is on the ability of plate tectonics to explain the ages of crustal rocks. Examples include evidence of the ages oceanic crust increasing with distance from mid-ocean ridges, a result of plate spreading, and the ages of North American continental crust decreasing with distance away from a central ancient core of the continental plate, a result of past plate interactions.)</i>"
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,3. The rock record resulting from tectonic and other geoscience processes as well as objects from the solar system can provide evidence of Earth's early history and the relative ages of major geologic formations.,SC.HS.3.3,Students Can:,"Apply scientific reasoning and evidence from ancient Earth materials, meteorites, and other planetary surfaces to construct an account of Earth's formation and early history. (HS-ESS1-6) <i>(Clarification Statement: Emphasis is on using available evidence within the solar system to reconstruct the early history of Earth, which formed along with the rest of the solar system 4.6 billion years ago. Examples of evidence include the absolute ages of ancient materials [obtained by radiometric dating of meteorites, moon rocks, and Earth's oldest minerals], the sizes and compositions of solar system objects, and the impact cratering record of planetary surfaces.)</i>"
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,3. The rock record resulting from tectonic and other geoscience processes as well as objects from the solar system can provide evidence of Earth's early history and the relative ages of major geologic formations.,SC.HS.3.3,Colorado Essential Skills and Science and Engineering Practices:,Evaluate evidence behind currently accepted explanations or solutions to determine the merits of arguments. (Engaging in Argument from Evidence) (Personal: Initiative/Self-direction)
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,3. The rock record resulting from tectonic and other geoscience processes as well as objects from the solar system can provide evidence of Earth's early history and the relative ages of major geologic formations.,SC.HS.3.3,Colorado Essential Skills and Science and Engineering Practices:,Apply scientific reasoning to link evidence to the claims to assess the extent to which the reasoning and data support the explanation or conclusion. (Constructing Explanations and Designing Solutions) (Entrepreneurial: Creativity/Innovation)
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,3. The rock record resulting from tectonic and other geoscience processes as well as objects from the solar system can provide evidence of Earth's early history and the relative ages of major geologic formations.,SC.HS.3.3,Colorado Essential Skills and Science and Engineering Practices:,"Connections to Nature of Science: Science Models, Laws, Mechanisms, and Theories Explain Natural Phenomena. A scientific theory is a substantiated explanation of some aspect of the natural world, based on a body of facts that have been repeatedly confirmed through observation and experiment and the science community validates each theory before it is accepted. If new evidence is discovered that the theory does not accommodate, the theory is generally modified in light of this new evidence. Models, mechanisms, and explanations collectively serve as tools in the development of a scientific theory."
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,3. The rock record resulting from tectonic and other geoscience processes as well as objects from the solar system can provide evidence of Earth's early history and the relative ages of major geologic formations.,SC.HS.3.3,Elaboration on the GLE:,Students can answer the question: How do people reconstruct and date events in Earth's planetary history?
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,3. The rock record resulting from tectonic and other geoscience processes as well as objects from the solar system can provide evidence of Earth's early history and the relative ages of major geologic formations.,SC.HS.3.3,Elaboration on the GLE:,"ESS1:C The History of Planet Earth: Continental rocks, which can be older than 4 billion years, are generally much older than rocks on the ocean floor, which are less than 200 million years old. Although active geological processes, such as plate tectonics and erosion, have destroyed or altered most of the very early rock record on Earth, other objects in the solar system, such as lunar rocks, asteroids, and meteorites, have changed little over billions of years. Studying these objects can provide information about Earth's formation and early history."
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,3. The rock record resulting from tectonic and other geoscience processes as well as objects from the solar system can provide evidence of Earth's early history and the relative ages of major geologic formations.,SC.HS.3.3,Cross Cutting Concepts:,Patterns:  Empirical evidence is needed to identify patterns.
Science,High School,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,3. The rock record resulting from tectonic and other geoscience processes as well as objects from the solar system can provide evidence of Earth's early history and the relative ages of major geologic formations.,SC.HS.3.3,Cross Cutting Concepts:,Stability and Change:  Much of science deals with constructing explanations of how things change and how they remain stable.
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Students Can:,"Develop a model to illustrate how Earth's internal and surface processes operate at different spatial and temporal scales to form continental and ocean-floor features. (HS-ESS2-1) <i>(Clarification Statement: Emphasis is on how the appearance of land features [such as mountains, valleys, and plateaus] and sea-floor features [such as trenches, ridges, and seamounts] are a result of both constructive forces [such as volcanism, tectonic uplift, and orogeny] and destructive mechanisms [such as weathering, mass wasting, and coastal erosion].) (Boundary Statement: Does not include memorization of the details of the formation of specific geographic features of Earth's surface.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Students Can:,"Analyze geoscience data to make the claim that one change to Earth's surface can create feedbacks that cause changes to other Earth systems. (HS-ESS2-2) <i>(Clarification Statement: Examples should include climate feedback, such as how an increase in greenhouse gases causes a rise in global temperatures that melts glacial ice, which reduces the amount of sunlight reflected from Earth's surface, increasing surface temperatures and further reducing the amount of ice. Examples could also be taken from other system interactions, such as how the loss of ground vegetation causes an increase in water runoff and soil erosion; how dammed rivers increase groundwater recharge, decrease sediment transport, and increase coastal erosion; or how the loss of wetlands causes a decrease in local humidity that further reduces the wetland extent.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Students Can:,"Develop a model based on evidence of Earth's interior to describe the cycling of matter by thermal convection. (HS-ESS2-3) <i>(Clarification Statement: Emphasis is on both a one-dimensional model of Earth, with radial layers determined by density, and a three-dimensional model, which is controlled by mantle convection and the resulting plate tectonics. Examples of evidence include maps of Earth's three-dimensional structure obtained from seismic waves, records of the rate of change of Earth's magnetic field [as constraints on convection in the outer core], and identification of the composition of Earth's layers from high-pressure laboratory experiments.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Students Can:,"Use a model to describe how variations in the flow of energy into and out of Earth's systems result in changes in climate. (HS-ESS2-4) <i>(Clarification Statement: Examples of the causes of climate change differ by timescale, over 1-10 years: large volcanic eruption, ocean circulation; 10-100s of years: changes in human activity, ocean circulation, solar output; 10-100s of thousands of years: changes to Earth's orbit and the orientation of its axis; and 10-100s of millions of years: long-term changes in atmospheric composition.) (Boundary Statement: Results of changes in climate is limited to changes in surface temperatures, precipitation patterns, glacial ice volumes, sea levels, and biosphere distribution.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Colorado Essential Skills and Science and Engineering Practices:,Develop a model based on evidence to illustrate the relationships between systems or between components of a system. Use a model to provide mechanistic accounts of phenomena. (Developing and Using Models) (Personal: Initiative/Self-direction)
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Colorado Essential Skills and Science and Engineering Practices:,"Analyze data using tools, technologies, and/or models (e.g., computational, mathematical) in order to make valid and reliable scientific claims or determine an optimal design solution. (Analyzing and Interpreting Data) (Entrepreneurial: Critical thinking/Problem solving)"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Colorado Essential Skills and Science and Engineering Practices:,Connections to Nature of Science: Scientific Knowledge is Based on Empirical Evidence. Science knowledge is based on empirical evidence. Science disciplines share common rules of evidence used to evaluate explanations about natural systems. Science includes the process of coordinating patterns of evidence with current theory.
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Elaboration on the GLE:,Students can answer the question: How do Earth's major systems interact?
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Elaboration on the GLE:,"ESS2:A Earth's Materials and Systems: Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes. Evidence from deep probes and seismic waves, reconstructions of historical changes in Earth's surface and its magnetic field, and an understanding of physical and chemical processes lead to a model of Earth with a hot but solid inner core, a liquid outer core, a solid mantle and crust. Motions of the mantle and its plates occur primarily through thermal convection, which involves the cycling of matter due to the outward flow of energy from Earth's interior and gravitational movement of denser materials toward the interior."
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Cross Cutting Concepts:,Stability and Change: Change and rates of change can be quantified and modeled over very short or very long periods of time. Some system changes are irreversible. Feedback (negative or positive) can stabilize or destabilize a system.
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Cross Cutting Concepts:,Energy and Matter: Energy drives the cycling of matter within and between systems.
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"4. Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes, and these effects occur on different time scales, from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles.",SC.HS.3.4,Cross Cutting Concepts:,Cause and Effect: Empirical evidence is required to differentiate between cause and correlation and make claims about specific causes and effects.
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"5. Plate tectonics can be viewed as the surface expression of mantle convection, which is driven by heat from radioactive decay within Earth's crust and mantle.",SC.HS.3.5,Students Can:,"Develop a model to illustrate how Earth's internal and surface processes operate at different spatial and temporal scales to form continental and ocean-floor features. (HS-ESS2-1) <i>(Clarification Statement: Emphasis is on how the appearance of land features [such as mountains, valleys, and plateaus] and sea-floor features [such as trenches, ridges, and seamounts] are a result of both constructive forces [such as volcanism, tectonic uplift, and orogeny] and destructive mechanisms [such as weathering, mass wasting, and coastal erosion].) (Boundary Statement: Does not include memorization of the details of the formation of specific geographic features of Earth's surface.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"5. Plate tectonics can be viewed as the surface expression of mantle convection, which is driven by heat from radioactive decay within Earth's crust and mantle.",SC.HS.3.5,Students Can:,"Develop a model based on evidence of Earth's interior to describe the cycling of matter by thermal convection. (HS-ESS2-3) <i>(Clarification Statement: Emphasis is on both a one-dimensional model of Earth, with radial layers determined by density, and a three-dimensional model, which is controlled by mantle convection and the resulting plate tectonics. Examples of evidence include maps of Earth's three-dimensional structure obtained from seismic waves, records of the rate of change of Earth's magnetic field (as constraints on convection in the outer core), and identification of the composition of Earth's layers from high-pressure laboratory experiments.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"5. Plate tectonics can be viewed as the surface expression of mantle convection, which is driven by heat from radioactive decay within Earth's crust and mantle.",SC.HS.3.5,Colorado Essential Skills and Science and Engineering Practices:,Develop a model based on evidence to illustrate the relationships between systems or between components of a system. (Developing and Using Models) (Civic/Interpersonal: Collaboration/Teamwork)
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"5. Plate tectonics can be viewed as the surface expression of mantle convection, which is driven by heat from radioactive decay within Earth's crust and mantle.",SC.HS.3.5,Elaboration on the GLE:,"Students can answer the question: Why do the continents move, and what causes earthquakes and volcanoes?"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"5. Plate tectonics can be viewed as the surface expression of mantle convection, which is driven by heat from radioactive decay within Earth's crust and mantle.",SC.HS.3.5,Elaboration on the GLE:,"ESS2:B Plate Tectonics and Large Scale Interactions: Plate tectonics is the unifying theory that explains the past and current movements of the rocks at Earth's surface and provides a framework for understanding its geologic history. Plate movements are responsible for most continental and ocean-floor features and for the distribution of most rocks and minerals within Earth's crust. The radioactive decay of unstable isotopes continually generates new energy within Earth's crust and mantle, providing the primary source of the heat that drives mantle convection. Plate tectonics can be viewed as the surface expression of mantle convection."
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"5. Plate tectonics can be viewed as the surface expression of mantle convection, which is driven by heat from radioactive decay within Earth's crust and mantle.",SC.HS.3.5,Cross Cutting Concepts:,Stability and Change: Change and rates of change can be quantified and modeled over very short or very long periods of time. Some system changes are irreversible.
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"5. Plate tectonics can be viewed as the surface expression of mantle convection, which is driven by heat from radioactive decay within Earth's crust and mantle.",SC.HS.3.5,Cross Cutting Concepts:,Energy and Matter: Energy drives the cycling of matter within and between systems.
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"5. Plate tectonics can be viewed as the surface expression of mantle convection, which is driven by heat from radioactive decay within Earth's crust and mantle.",SC.HS.3.5,Cross Cutting Concepts:,"Connections to Engineering, Technology, and Applications of Science: Interdependence of Science, Engineering, and Technology. Science and engineering complement each other in the cycle known as research and development (R&D). Many R&D projects may involve scientists, engineers, and others with wide ranges of expertise."
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"5. Plate tectonics can be viewed as the surface expression of mantle convection, which is driven by heat from radioactive decay within Earth's crust and mantle.",SC.HS.3.5,Cross Cutting Concepts:,"Influence of Engineering, Technology, and Science on Society and the Natural World: New technologies can have deep impacts on society and the environment, including some that were not anticipated. Analysis of costs and benefits is a critical aspect of decisions about technology."
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,6. The planet's dynamics are greatly influenced by water's unique chemical and physical properties.,SC.HS.3.6,Students Can:,"Plan and conduct an investigation of the properties of water and its effects on Earth materials and surface processes. (HS-ESS2-5) <i>(Clarification Statement: Emphasis is on mechanical and chemical investigations with water and a variety of solid materials to provide the evidence for connections between the hydrologic cycle and system interactions commonly known as the rock cycle. Examples of mechanical investigations include stream transportation and deposition using a stream table, erosion using variations in soil moisture content, or frost wedging by the expansion of water as it freezes. Examples of chemical investigations include chemical weathering and recrystallization [by testing the solubility of different materials] or melt generation (by examining how water lowers the melting temperature of most solids.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,6. The planet's dynamics are greatly influenced by water's unique chemical and physical properties.,SC.HS.3.6,Colorado Essential Skills and Science and Engineering Practices:,"Plan and conduct an investigation individually and collaboratively to produce data to serve as the basis for evidence, and in the design: decide on types, how much, and accuracy of data needed to produce reliable measurements and consider limitations on the precision of the data (e.g., number of trials, cost, risk, time), and refine the design accordingly. (Planning and Carrying Out Investigations) (Entrepreneurial: Inquiry/Analysis)"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,6. The planet's dynamics are greatly influenced by water's unique chemical and physical properties.,SC.HS.3.6,Elaboration on the GLE:,Students can answer the question: How do the properties and movements of water shape Earth's surface and affects its systems?
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,6. The planet's dynamics are greatly influenced by water's unique chemical and physical properties.,SC.HS.3.6,Elaboration on the GLE:,"ESS2:C The Roles of Water in Earth's Surface Processes: The abundance of liquid water on Earth's surface and its unique combination of physical and chemical properties are central to the planet's dynamics. These properties include water's exceptional capacity to absorb, store, and release large amounts of energy, transmit sunlight, expand upon freezing, dissolve and transport materials, and lower the viscosities and melting points of rocks."
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,6. The planet's dynamics are greatly influenced by water's unique chemical and physical properties.,SC.HS.3.6,Cross Cutting Concepts:,"Structure and Function: The functions and properties of natural and designed objects and systems can be inferred from their overall structure, the way their components are shaped and used, and the molecular substructures of its various materials."
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"7. The role of radiation from the sun and its interactions with the atmosphere, ocean, and land are the foundation for the global climate system. Global climate models are used to predict future changes, including changes influenced by human behavior and natural factors.",SC.HS.3.7,Students Can:,"Analyze geoscience data to make the claim that one change to Earth's surface can create feedbacks that cause changes to other Earth systems. (HS-ESS2-2) <i>(Clarification Statement: Examples should include climate feedback, such as how an increase in greenhouse gases causes a rise in global temperatures that melts glacial ice, which reduces the amount of sunlight reflected from Earth's surface, increasing surface temperatures and further reducing the amount of ice. Examples could also be taken from other system interactions, such as how the loss of ground vegetation causes an increase in water runoff and soil erosion; how dammed rivers increase groundwater recharge, decrease sediment transport, and increase coastal erosion; or how the loss of wetlands causes a decrease in local humidity that further reduces the wetland extent.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"7. The role of radiation from the sun and its interactions with the atmosphere, ocean, and land are the foundation for the global climate system. Global climate models are used to predict future changes, including changes influenced by human behavior and natural factors.",SC.HS.3.7,Students Can:,"Use a model to describe how variations in the flow of energy into and out of Earth's systems result in changes in climate. (HS-ESS2-4) <i>(Clarification Statement: Examples of the causes of climate change differ by timescale, over 1-10 years: large volcanic eruption, ocean circulation; 10-100s of years: changes in human activity, ocean circulation, solar output; 10-100s of thousands of years: changes to Earth's orbit and the orientation of its axis; and 10-100s of millions of years: long-term changes in atmospheric composition.) (Boundary Statement: Results of changes in climate is limited to changes in surface temperatures, precipitation patterns, glacial ice volumes, sea levels, and biosphere distribution.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"7. The role of radiation from the sun and its interactions with the atmosphere, ocean, and land are the foundation for the global climate system. Global climate models are used to predict future changes, including changes influenced by human behavior and natural factors.",SC.HS.3.7,Students Can:,"Develop a quantitative model to describe the cycling of carbon among the hydrosphere, atmosphere, geosphere, and biosphere. (HS-ESS2-6) <i>(Clarification Statement: Emphasis is on modeling biogeochemical cycles that include the cycling of carbon through the ocean, atmosphere, soil, and biosphere [including humans], providing the foundation for living organisms.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"7. The role of radiation from the sun and its interactions with the atmosphere, ocean, and land are the foundation for the global climate system. Global climate models are used to predict future changes, including changes influenced by human behavior and natural factors.",SC.HS.3.7,Students Can:,"Construct an argument based on evidence about the simultaneous co-evolution of Earth's systems and life on Earth. (HS-ESS2-7) <i>(Clarification Statement: Emphasis is on the dynamic causes, effects, and feedbacks between the biosphere and Earth's other systems, whereby geoscience factors control the evolution of life, which in turn continuously alters Earth's surface. Examples include how photosynthetic life altered the atmosphere through the production of oxygen, which in turn increased weathering rates and allowed for the evolution of animal life; how microbial life on land increased the formation of soil, which in turn allowed for the evolution of land plants; or how the evolution of corals created reefs that altered patterns of erosion and deposition along coastlines and provided habitats for the evolution of new life forms.) (Boundary Statement: Does not include a comprehensive understanding of the mechanisms of how the biosphere interacts with all of Earth's other systems.)</i>"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"7. The role of radiation from the sun and its interactions with the atmosphere, ocean, and land are the foundation for the global climate system. Global climate models are used to predict future changes, including changes influenced by human behavior and natural factors.",SC.HS.3.7,Colorado Essential Skills and Science and Engineering Practices:,"Analyze data using tools, technologies, and/or models (e.g., computational, mathematical) in order to make valid and reliable scientific claims or determine an optimal design solution. (Analyzing and Interpreting Data) (Entrepreneurial: Critical thinking/Problem solving)"
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"7. The role of radiation from the sun and its interactions with the atmosphere, ocean, and land are the foundation for the global climate system. Global climate models are used to predict future changes, including changes influenced by human behavior and natural factors.",SC.HS.3.7,Colorado Essential Skills and Science and Engineering Practices:,Use a model to provide mechanistic accounts of phenomena and develop a model based on evidence to illustrate the relationships between systems or between components of a system. (Developing and Using Models) (Personal: Initiative/Self-direction)
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"7. The role of radiation from the sun and its interactions with the atmosphere, ocean, and land are the foundation for the global climate system. Global climate models are used to predict future changes, including changes influenced by human behavior and natural factors.",SC.HS.3.7,Colorado Essential Skills and Science and Engineering Practices:,Construct an oral and written argument or counter-arguments based on data and evidence. (Engaging in Argument from Evidence) (Civic/Interpersonal: Collaboration/Teamwork)
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"7. The role of radiation from the sun and its interactions with the atmosphere, ocean, and land are the foundation for the global climate system. Global climate models are used to predict future changes, including changes influenced by human behavior and natural factors.",SC.HS.3.7,Colorado Essential Skills and Science and Engineering Practices:,Connections to Nature of Science: Scientific Knowledge is Based on Empirical Evidence. Science arguments are strengthened by multiple lines of evidence supporting a single explanation.
Science,High School,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,"7. The role of radiation from the sun and its interactions with the atmosphere, ocean, and land are the foundation for the global climate system. Global climate models are used to predict future changes, including changes influenced by human behavior and natural factors.",SC.HS.3.7,Elaboration on the GLE:,Students can answer the question: What regulates weather and climate?
